"","LAT","LON","SPEED","COURSE","HEADING","DESTINATION","FLAG","LENGTH","SHIPNAME","SHIPTYPE","SHIP_ID","WIDTH","DWT","DATETIME","PORT","date","week_nb","ship_type","port","is_parked"
"1710239",57.69846,11.64068,0,0,511,"CLASS B","SE",9,"KLONDYKE",2,4221324,3,NA,"2016-12-19T13:11:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"1549522",57.6804,11.828,38,76,75,"GOTEBORG","SG",145,"ELISALEX SCHULTE",8,725648,23,16418,"2016-12-18T10:55:05Z","gothenborg","2016-12-18",51,"Tanker","gothenborg",0
"294516",54.45474,18.89045,2,128,264,"GDANSK","MH",144,"SONGA SAPPHIRE",8,712443,22,17596,"2016-12-19T12:43:02Z","gdansk","2016-12-19",51,"Tanker","Gdańsk",1
"1709081",57.69846,11.64066,0,81,511,"CLASS B","SE",9,"KLONDYKE",2,4221324,3,NA,"2016-12-17T20:45:05Z","gothenborg","2016-12-17",51,"Fishing","gothenborg",1
"3032018",59.87418,30.2061,0,0,136,"SAINT-PETERSBURG","RU",119,"MURMANSK",3,3611326,28,5048,"2016-12-16T13:31:03Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"2605076",59.86768,30.22042,0,257,257,"SAINT-PETERSBURG","RU",40,"SBORSHCHIK-3",8,350118,5,NA,"2016-12-19T06:05:03Z","st_petersburg","2016-12-19",51,"Tanker","St. Petersburg",1
"1951790",55.66062,21.15398,0,95,212,NA,"LT",25,"169",2,353306,7,33,"2016-12-16T15:21:07Z","klaipeda","2016-12-16",51,"Fishing","Klaipeda",1
"1620419",57.91604,11.61036,94,116,118,"NO KAR>SE STE","NO",199,"CLIPPER JUPITER",8,3362218,33,42543,"2016-12-16T08:17:05Z","gothenborg","2016-12-16",51,"Tanker","gothenborg",0
"1339456",57.62595,11.80156,0,341,511,"CLASS B","SE",8,"AQUILA",9,324986,4,NA,"2016-12-16T10:17:05Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"1966585",55.66438,21.14902,0,188,73,"KLAIPEDA","LT",24,"LOTAS",3,353637,6,NA,"2016-12-17T10:49:06Z","klaipeda","2016-12-17",51,"Tug","Klaipeda",1
"2721936",59.91179,30.24539,0,196,511,"CLASS B","RU",20,"BGK-326 RIF",3,350957,4,NA,"2016-12-16T01:55:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"2230375",59.88225,30.19495,0,0,88,"SPB","RU",141,"KAPITAN SOROKIN",3,345312,31,5138,"2016-12-17T07:15:03Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"2021508",55.64435,21.16427,0,254,324,"KLAIPEDA","SG",189,"THOR INTEGRITY",7,732076,32,52375,"2016-12-15T07:17:06Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"2374979",59.87827,30.23765,0,0,511,"SPB","RU",25,"GRIFON7",3,347042,9,120,"2016-12-16T02:27:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"1756577",54.62998,19.88548,0,0,0,"NaN","RU",NA,"VTS BALTIYSK",0,24344,NA,NA,"2016-12-15T16:27:02Z","kalingrad","2016-12-15",50,"Unspecified","Kalingrad",1
"2935151",59.8778,30.21639,0,0,511,NA,"RU",3,"ST.-PETERSBURG PT LE",1,851186,3,NA,"2016-12-20T03:23:03Z","st_petersburg","2016-12-20",51,"Navigation","St. Petersburg",1
"760365",57.68944,11.86996,0,256,196,"DKFRC PEC-217","DK",119,"MARINUS",8,156246,16,7082,"2016-12-19T06:49:05Z","gothenborg","2016-12-19",51,"Tanker","gothenborg",1
"44502",54.51815,18.68214,0,317,12,"GDYNIA","NL",114,"THUN GALAXY",8,223660,15,7559,"2016-12-15T15:15:02Z","gdansk","2016-12-15",50,"Tanker","Gdańsk",1
"2152392",59.87856,30.22615,0,66,214,"ST PETERSBURG","NL",132,"NJORD",7,246960,18,8001,"2016-12-17T21:03:04Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"1013092",57.69879,11.66853,18,238,254,"STENUNGSUND","SE",92,"ADA",6,321088,14,700,"2016-12-16T09:11:05Z","gothenborg","2016-12-16",51,"Passenger","gothenborg",0
"2671844",59.91295,30.24435,0,3,84,"SANKT PETERBURG","RU",35,"URAN",3,350631,9,89,"2016-12-16T15:01:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",1
"1554034",57.68833,11.8498,2,359,269,"WILHELMSHAVEN","LR",178,"JONNI RITSCHER",7,757658,27,22243,"2016-12-19T23:51:05Z","gothenborg","2016-12-19",51,"Cargo","gothenborg",1
"842473",57.68624,11.87186,79,78,77,"GRUVON","NL",82,"CAROLINA",7,257347,12,3697,"2016-12-20T05:31:06Z","gothenborg","2016-12-20",51,"Cargo","gothenborg",0
"301962",54.378,18.66033,0,277,345,"GDANSK","LR",101,"SEVEN OSPREY",3,752901,21,3104,"2016-12-17T11:19:02Z","gdansk","2016-12-17",51,"Tug","Gdańsk",1
"1783667",54.98203,20.26942,67,258,258,"PIONERSKIY","NL",29,"NERO",3,273075,12,0,"2016-12-19T06:37:03Z","kalingrad","2016-12-19",51,"Tug","Kalingrad",0
"2533239",59.91052,30.23083,0,330,511,"ST.PETERSBURG","RU",130,"VIKING HELGI",6,349350,16,NA,"2016-12-16T10:55:03Z","st_petersburg","2016-12-16",51,"Passenger","St. Petersburg",1
"1982611",55.70358,21.12753,0,249,62,"LIEPAJA","AG",81,"BOMAR MOON",7,364937,13,2803,"2016-12-16T18:11:06Z","klaipeda","2016-12-16",51,"Cargo","Klaipeda",1
"983158",57.68187,11.87191,0,336,72,NA,"SE",16,"PILOT 745 SE",3,320738,5,NA,"2016-12-15T11:47:05Z","gothenborg","2016-12-15",50,"Tug","gothenborg",1
"1859459",54.64551,19.81935,2,20,262,"KALININGRAD","RU",140,"MIDVOLGA-3",8,2059154,17,6573,"2016-12-16T05:31:02Z","kalingrad","2016-12-16",51,"Tanker","Kalingrad",1
"1690545",57.68697,11.89577,0,0,511,"GBG","SE",15,"SNOKEN",3,4109127,4,NA,"2016-12-17T10:09:06Z","gothenborg","2016-12-17",51,"Tug","gothenborg",1
"1302945",57.68873,11.87,1,28,511,"CLASS B","SE",10,"BOATMAN 9",3,324470,4,NA,"2016-12-20T04:51:05Z","gothenborg","2016-12-20",51,"Tug","gothenborg",1
"2665188",59.91266,30.24527,0,198,511,"ST PETERSBURG","RU",42,"DON",8,350589,11,779,"2016-12-18T14:19:05Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"587743",54.40322,18.71574,0,302,120,"PL GDN","SE",144,"RAMONA",8,327030,21,17592,"2016-12-16T16:09:07Z","gdynia","2016-12-16",51,"Tanker","Gdynia",1
"2404438",59.87603,30.20245,0,0,133,"SANKT-PETERSBURG","RU",114,"SANKT-PETERBURG",3,347225,28,6430,"2016-12-17T05:43:04Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"989253",57.7215,11.98117,0,0,60,NA,"SE",17,"SOUND CASTOR",0,320779,6,NA,"2016-12-16T02:37:08Z","gothenborg","2016-12-16",51,"Unspecified","gothenborg",1
"3077566",59.87428,30.19683,0,342,136,"ST.PETERSBURG","HK",177,"DELPHIS BOTHNIA",7,4133526,30,24700,"2016-12-16T03:55:04Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"2488599",59.86681,30.22549,0,0,511,"SAINT-PETERSBURG","RU",85,"ALEKSANDR GLUKHOV",8,348222,12,1986,"2016-12-18T05:09:04Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"795101",57.6846,11.79941,1,278,345,"TUG OPS WESTCOAST","FO",37,"SVITZER ODEN",3,182384,14,170,"2016-12-18T16:47:06Z","gothenborg","2016-12-18",51,"Tug","gothenborg",1
"636430",54.53038,18.53501,0,20,239,"GDYNIA POLAND","PA",183,"OCEAN VOYAGER",7,465931,29,38429,"2016-12-17T04:03:06Z","gdynia","2016-12-17",51,"Cargo","Gdynia",1
"2449401",59.89039,30.21342,0,0,35,"ST.PETERSBURG VIA KK","RU",99,"MIKHAIL LOMONOSOV",7,347839,16,4805,"2016-12-16T06:03:03Z","st_petersburg","2016-12-16",51,"Cargo","St. Petersburg",1
"2140476",59.90141,30.22267,1,197,34,"ST. PETERSBURG","FO",89,"LISTER",7,205767,13,4113,"2016-12-19T20:39:04Z","st_petersburg","2016-12-19",51,"Cargo","St. Petersburg",1
"1321645",57.68212,11.87005,0,93,254,NA,"SE",26,"KBV 316",3,324664,6,NA,"2016-12-16T09:21:06Z","gothenborg","2016-12-16",51,"Tug","gothenborg",1
"2982681",59.88115,30.22826,0,0,97,"KR#-PETESBURG","RU",60,"KEILA",8,2420192,10,1621,"2016-12-17T05:01:03Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"242194",54.37296,18.66253,0,252,511,"GDANSK","RU",120,"BORIS SYROMYATNIKOV",2,351078,19,3372,"2016-12-15T00:41:02Z","gdansk","2016-12-15",50,"Fishing","Gdańsk",1
"2483034",59.91033,30.22617,0,125,210,"SPB","RU",80,"FLANDRIYA",8,348139,14,2800,"2016-12-20T02:53:04Z","st_petersburg","2016-12-20",51,"Tanker","St. Petersburg",1
"1848533",54.67804,20.14877,0,0,511,"SVETLIY","RU",117,"SEDOV",9,351018,14,1171,"2016-12-15T00:13:03Z","kalingrad","2016-12-15",50,"Pleasure","Kalingrad",1
"2459353",59.95641,30.26438,0,0,511,NA,"RU",36,"SPK-25",0,347868,18,NA,"2016-12-18T01:27:04Z","st_petersburg","2016-12-18",51,"Unspecified","St. Petersburg",1
"2496405",59.88127,30.22818,3,0,511,"SPB","RU",87,"ALANA",8,348465,14,3233,"2016-12-15T06:41:04Z","st_petersburg","2016-12-15",50,"Tanker","St. Petersburg",1
"2078667",59.87998,30.20078,0,0,136,"RU LED PBG","CY",183,"VLADIMIR",7,123061,25,22708,"2016-12-17T10:09:05Z","st_petersburg","2016-12-17",51,"Cargo","St. Petersburg",1
"2298102",59.9129,30.2434,0,0,511,"GULF OF FINLAND","RU",78,"KAPITAN PLAKHIN",3,346057,16,258,"2016-12-17T19:15:03Z","st_petersburg","2016-12-17",51,"Tug","St. Petersburg",1
"284072",54.37487,18.65934,0,354,166,"GDANSK","LR",190,"VICTORIA",7,687226,32,46931,"2016-12-17T15:07:02Z","gdansk","2016-12-17",51,"Cargo","Gdańsk",1
"1765956",54.95721,20.21474,0,29,153,"PRIONERSKIY","CY",60,"PETER THE GREAT",3,124887,17,2000,"2016-12-19T14:25:02Z","kalingrad","2016-12-19",51,"Tug","Kalingrad",1
"1366741",57.64545,11.85879,0,26,289,NA,"SE",34,"GG 690 VINGASAND",2,325546,8,NA,"2016-12-19T23:01:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"2097592",59.88139,30.22928,0,0,511,"ST.PETERSPURG","RU",99,"TEKOS",8,148345,12,4237,"2016-12-15T10:05:03Z","st_petersburg","2016-12-15",50,"Tanker","St. Petersburg",1
"1111137",57.70087,11.91646,0,152,511,"CLASS B","SE",24,"SVANEN WEST",6,321994,6,NA,"2016-12-17T10:53:04Z","gothenborg","2016-12-17",51,"Passenger","gothenborg",1
"12939",54.39219,18.7116,0,79,240,"NORFOLK","CY",289,"ARETHOUSA",7,123147,44,169770,"2016-12-19T03:53:01Z","gdansk","2016-12-19",51,"Cargo","Gdańsk",1
"2525407",59.88462,30.17023,0,42,132,"KRONSHTADT","RU",65,"PEGAS",8,348904,10,1252,"2016-12-17T12:49:04Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"2848435",59.89597,30.22647,0,248,123,"RU LED","MT",189,"KNOSSOS",7,547677,32,56763,"2016-12-19T15:17:03Z","st_petersburg","2016-12-19",51,"Cargo","St. Petersburg",1
"1537639",57.99495,11.70642,90,171,173,"ESCORTETUG STENUNGSU","SE",28,"BISON",3,327678,12,106,"2016-12-14T15:23:05Z","gothenborg","2016-12-14",50,"Tug","gothenborg",0
"2010401",55.78439,20.86057,1,104,284,"LV VNT>LT KLJ","MH",195,"UZAVA",8,712156,32,52650,"2016-12-17T22:55:06Z","klaipeda","2016-12-17",51,"Tanker","Klaipeda",1
"2082610",59.89216,30.22603,0,35,35,"RUPLP","CY",151,"HEINRICH SCHEPERS",7,123303,23,10600,"2016-12-14T17:09:04Z","st_petersburg","2016-12-14",50,"Cargo","St. Petersburg",1
"1486992",57.6853,11.61827,73,309,311,NA,"SE",23,"INGUN",2,326947,8,0,"2016-12-19T03:21:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",0
"139318",54.70572,18.78073,28,326,511,"BALTIC SEA","PL",19,"JAS 78",2,315930,6,NA,"2016-12-16T13:41:02Z","gdansk","2016-12-16",51,"Fishing","Gdańsk",0
"2783054",59.881,30.23193,0,89,96,"ST.PETERSBURG","LV",89,"OSTEREMS",7,359922,13,3714,"2016-12-19T14:47:03Z","st_petersburg","2016-12-19",51,"Cargo","St. Petersburg",1
"2204977",59.88528,30.21078,0,351,317,"BRONKA","RU",67,"IVAN KRUZENSHTERN",3,345254,18,1092,"2016-12-18T09:55:03Z","st_petersburg","2016-12-18",51,"Tug","St. Petersburg",1
"644790",54.53359,18.53772,0,274,238,"PLGDY","HK",179,"SCHUYLER TRADER",7,689205,30,35800,"2016-12-13T17:13:07Z","gdynia","2016-12-13",50,"Cargo","Gdynia",1
"1984797",55.70359,21.12751,0,249,63,"LIEPAJA","AG",81,"BOMAR MOON",7,364937,13,2803,"2016-12-19T19:39:05Z","klaipeda","2016-12-19",51,"Cargo","Klaipeda",1
"128384",54.36808,18.78007,0,291,511,"CLASS B","PL",15,"WIATR",3,315892,4,NA,"2016-12-14T17:03:01Z","gdansk","2016-12-14",50,"Tug","Gdańsk",1
"989877",57.72117,11.9815,0,0,237,NA,"SE",17,"SOUND CASTOR",0,320779,6,NA,"2016-12-16T21:37:07Z","gothenborg","2016-12-16",51,"Unspecified","gothenborg",1
"3059784",59.88419,30.22981,0,0,511,"CLASS B","RU",37,"RONDO",8,3811364,8,NA,"2016-12-17T23:37:03Z","st_petersburg","2016-12-17",51,"Tanker","St. Petersburg",1
"2102535",59.88137,30.2292,0,0,511,"ST.PETERSPURG","RU",99,"TEKOS",8,148345,12,4237,"2016-12-18T20:45:05Z","st_petersburg","2016-12-18",51,"Tanker","St. Petersburg",1
"378035",54.38277,18.6736,0,105,72,"GDANSK","PL",109,"POLA",8,4028143,11,NA,"2016-12-18T10:29:02Z","gdansk","2016-12-18",51,"Tanker","Gdańsk",1
"2299889",59.91296,30.24336,0,0,511,"GULF OF FINLAND","RU",78,"KAPITAN PLAKHIN",3,346057,16,258,"2016-12-19T01:09:03Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"1069473",57.66071,11.83375,106,46,46,"STYRSOBOLAGET","SE",30,"SILVERTARNAN",6,321599,8,0,"2016-12-16T17:11:08Z","gothenborg","2016-12-16",51,"Passenger","gothenborg",0
"1067251",57.69276,11.91163,1,172,140,"GOTEBORG S SKARGARD","SE",28,"SKARVEN",6,321597,7,0,"2016-12-19T17:03:07Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"2074684",59.93667,30.22583,0,0,511,"NaN","RU",0,"VTS 2734492",0,24369,0,NA,"2016-12-20T10:27:04Z","st_petersburg","2016-12-20",51,"Unspecified","St. Petersburg",1
"1335273",57.77285,11.61639,0,0,511,"CLASS B","SE",12,"GG292 MARTINA",2,324760,4,NA,"2016-12-19T01:09:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"1059513",57.66153,11.84203,0,98,139,"GBG SODRA SKARGARD","SE",36,"VIPAN",6,321595,7,42,"2016-12-16T07:57:06Z","gothenborg","2016-12-16",51,"Passenger","gothenborg",1
"1824953",54.63959,19.95813,1,348,97,"BALTIYSK","RU",79,"GLANFORD",3,348371,14,2000,"2016-12-20T00:13:02Z","kalingrad","2016-12-20",51,"Tug","Kalingrad",1
"2997542",59.8813,30.23149,0,0,101,"ST.PETERSBURG","RU",89,"CHAROITE",7,3382564,14,5026,"2016-12-18T09:49:03Z","st_petersburg","2016-12-18",51,"Cargo","St. Petersburg",1
"1698524",57.64739,11.85713,0,205,511,"CLASS B","SE",12,"SEA BIRD",9,4194704,4,NA,"2016-12-16T01:45:08Z","gothenborg","2016-12-16",51,"Pleasure","gothenborg",1
"715918",54.7987,18.42815,77,176,511,"CLASS B","PL",12,"WLA-85",2,3955261,4,NA,"2016-12-15T14:53:07Z","gdynia","2016-12-15",50,"Fishing","Gdynia",0
"533618",54.69581,18.67621,0,26,511,"CLASS B","PL",30,"KAPITAN BORCHARDT",9,316404,7,NA,"2016-12-14T18:39:07Z","gdynia","2016-12-14",50,"Pleasure","Gdynia",1
"158129",54.57055,18.8119,9,81,511,NA,"PL",17,"JAS 51",2,316050,5,NA,"2016-12-19T05:47:02Z","gdansk","2016-12-19",51,"Fishing","Gdańsk",0
"2657766",59.9108,30.22745,0,352,511,"SPB","RU",35,"MUSON",3,350538,9,87,"2016-12-14T15:13:04Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"2202847",59.88471,30.20904,0,264,156,"RLM","RU",67,"IVAN KRUZENSHTERN",3,345254,18,1092,"2016-12-14T23:11:04Z","st_petersburg","2016-12-14",50,"Tug","St. Petersburg",1
"1085958",57.69183,11.88257,0,38,40,"GOTHENBURG","SE",36,"TANKSKAR",8,321687,7,333,"2016-12-18T20:37:08Z","gothenborg","2016-12-18",51,"Tanker","gothenborg",1
"3090950",59.94092,30.25655,5,51,511,"CLASS B","SO",1000,"BLACKPEARL 7.6V",0,4666609,100,NA,"2016-12-14T16:09:05Z","st_petersburg","2016-12-14",50,"Unspecified","St. Petersburg",0
"732573",57.69405,11.79485,0,0,511,"GHOTENBURG 812","FI",74,"RAMONA",7,5396,10,1529,"2016-12-17T07:21:05Z","gothenborg","2016-12-17",51,"Cargo","gothenborg",1
"1441724",57.68113,11.90571,1,180,511,"STATIC","SE",0,"RAMANTENN",0,326665,0,NA,"2016-12-14T00:09:09Z","gothenborg","2016-12-14",50,"Unspecified","gothenborg",1
"429066",54.52343,18.65814,0,217,217,"GDYNIA/POLAND","GI",174,"TRANSOSPREY",7,206401,22,20396,"2016-12-13T12:39:08Z","gdynia","2016-12-13",50,"Cargo","Gdynia",1
"1898118",55.64441,21.16413,0,0,324,"KLAIPEDA","MT",171,"ANGORA",7,3062,27,30046,"2016-12-17T15:09:06Z","klaipeda","2016-12-17",51,"Cargo","Klaipeda",1
"1200897",57.66656,11.84836,0,0,511,"CLASS B","SE",16,"OM II AF GOTEBORG",9,323000,4,NA,"2016-12-15T19:07:06Z","gothenborg","2016-12-15",50,"Pleasure","gothenborg",1
"1118152",57.69173,11.77036,0,81,511,"CLASS B","SE",22,"PENTA 80",9,322000,5,NA,"2016-12-18T20:29:05Z","gothenborg","2016-12-18",51,"Pleasure","gothenborg",1
"2136445",59.89034,30.22365,0,236,33,"ST.PETERSBURG","GI",161,"SUEDEROOG",7,205264,25,16939,"2016-12-14T12:29:04Z","st_petersburg","2016-12-14",50,"Cargo","St. Petersburg",1
"2318412",59.8782,30.2344,16,195,511,"MURSULA SPB","RU",29,"GRIFON 3",3,346161,8,57,"2016-12-16T07:47:04Z","st_petersburg","2016-12-16",51,"Tug","St. Petersburg",0
"908013",57.70099,11.93679,0,341,263,"SEGOT<>DKFDH","SE",139,"STENA DANICA",6,319954,30,2950,"2016-12-19T07:13:06Z","gothenborg","2016-12-19",51,"Passenger","gothenborg",1
"1335814",57.77283,11.6164,0,0,511,"CLASS B","SE",12,"GG292 MARTINA",2,324760,4,NA,"2016-12-19T19:37:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"2017690",55.6637,21.13765,0,167,0,NA,"SG",294,"INDEPENDENCE",8,726727,46,82028,"2016-12-16T13:41:06Z","klaipeda","2016-12-16",51,"Tanker","Klaipeda",1
"111694",54.73854,18.8862,97,192,199,"HEL","PL",25,"HEL 112",2,315805,7,68,"2016-12-18T02:11:02Z","gdansk","2016-12-18",51,"Fishing","Gdańsk",0
"1981904",55.70357,21.12757,0,249,63,"LIEPAJA","AG",81,"BOMAR MOON",7,364937,13,2803,"2016-12-15T18:29:10Z","klaipeda","2016-12-15",50,"Cargo","Klaipeda",1
"2634950",59.8709,30.20861,0,356,511,"ST.PETERSBURG","RU",73,"ECOMAR",8,350395,12,1965,"2016-12-16T21:23:04Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"2143480",59.88353,30.20658,0,317,140,"ST PETERSBURG","GI",174,"TRANSOSPREY",7,206401,22,20396,"2016-12-19T09:13:04Z","st_petersburg","2016-12-19",51,"Cargo","St. Petersburg",1
"168162",54.36808,18.77852,0,55,511,"CLASS B","PL",12,"LE VOYAGEUR",9,316076,4,NA,"2016-12-17T14:41:02Z","gdansk","2016-12-17",51,"Pleasure","Gdańsk",1
"1246206",57.65293,11.7979,65,238,236,NA,"SE",40,"AMANDA",7,323355,10,NA,"2016-12-15T09:47:05Z","gothenborg","2016-12-15",50,"Cargo","gothenborg",0
"631076",54.53298,18.54213,0,175,234,"PL GDY","PA",199,"SANTA URSULA",7,465205,32,61453,"2016-12-13T19:07:06Z","gdynia","2016-12-13",50,"Cargo","Gdynia",1
"133450",54.60292,18.80237,0,0,158,"HEL","PL",26,"HEL-150",2,315901,8,124,"2016-12-18T23:01:02Z","gdansk","2016-12-18",51,"Fishing","Gdańsk",1
"1517598",57.68997,11.87742,0,224,211,"SKAGEN PEC 083","SE",39,"DANA",8,327198,9,400,"2016-12-19T20:19:05Z","gothenborg","2016-12-19",51,"Tanker","gothenborg",1
"22488",54.44665,18.87434,5,242,355,"GDANSK","MT",128,"MURRAY STAR",8,149310,20,13019,"2016-12-14T16:43:02Z","gdansk","2016-12-14",50,"Tanker","Gdańsk",0
"1375415",57.64553,11.85812,0,285,110,"BURG","SE",32,"RON",2,325679,8,0,"2016-12-19T11:31:05Z","gothenborg","2016-12-19",51,"Fishing","gothenborg",1
"143638",54.36847,18.66483,83,174,511,"BHA","PL",21,"GDA-20",2,315959,6,NA,"2016-12-18T11:35:02Z","gdansk","2016-12-18",51,"Fishing","Gdańsk",0
"1181649",57.69099,11.89189,0,0,20,"CLASS B","SE",15,"SAXKRAN NR 2",9,322861,7,NA,"2016-12-19T15:09:04Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"195951",54.6029,18.80058,0,280,511,"CLASS B","PL",12,"KUZ-42",2,316335,4,NA,"2016-12-16T10:35:01Z","gdansk","2016-12-16",51,"Fishing","Gdańsk",1
"1631996",57.70617,11.65693,0,22,511,"CLASS B","SE",26,"DELFIN",8,3424242,4,NA,"2016-12-16T02:09:06Z","gothenborg","2016-12-16",51,"Tanker","gothenborg",1
"1524401",57.6857,11.89125,0,198,56,"GOTEBORG","SE",40,"ICEBEAM",3,327464,9,386,"2016-12-20T02:53:05Z","gothenborg","2016-12-20",51,"Tug","gothenborg",1
"1507531",57.70057,11.91894,0,223,511,"GOTEBORG","SE",40,"GOTHEBORG",3,327132,11,166,"2016-12-19T10:25:05Z","gothenborg","2016-12-19",51,"Tug","gothenborg",1
"453411",54.53677,18.52884,0,299,511,"GDYNIA/GDANSK","PL",55,"MAJA",3,315660,25,1018,"2016-12-19T03:51:07Z","gdynia","2016-12-19",51,"Tug","Gdynia",1
"2646555",59.90921,30.22432,0,0,511,"VYBORG","RU",30,"MOSCHNIY",3,350500,8,67,"2016-12-19T20:01:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"919724",57.70438,11.93905,1,200,334,"LONGYEARBYEN","SE",39,"ORIGO",6,320177,8,0,"2016-12-15T08:17:05Z","gothenborg","2016-12-15",50,"Passenger","gothenborg",1
"2012604",55.72328,21.1013,0,305,307,"KLAIPEDA","MH",183,"NAVIG8 STRENGTH",8,712924,32,50497,"2016-12-16T17:23:07Z","klaipeda","2016-12-16",51,"Tanker","Klaipeda",1
"433907",54.51808,18.68174,3,81,35,"GDYNIA","NL",114,"THUN GALAXY",8,223660,15,7559,"2016-12-15T06:15:07Z","gdynia","2016-12-15",50,"Tanker","Gdynia",1
"2731638",59.87757,30.23864,0,0,511,"SPB","RU",80,"ELAND",8,350965,11,NA,"2016-12-16T10:59:04Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"128389",54.36807,18.78008,0,280,511,"CLASS B","PL",15,"WIATR",3,315892,4,NA,"2016-12-14T17:13:02Z","gdansk","2016-12-14",50,"Tug","Gdańsk",1
"1331900",57.77289,11.61637,0,0,511,"CLASS B","SE",12,"GG292 MARTINA",2,324760,4,NA,"2016-12-14T00:41:05Z","gothenborg","2016-12-14",50,"Fishing","gothenborg",1
"1350898",57.70557,11.65821,0,0,511,"CLASS B","SE",13,"HIFLYER",9,325042,4,NA,"2016-12-17T15:15:05Z","gothenborg","2016-12-17",51,"Pleasure","gothenborg",1
"855336",57.66799,11.80158,0,0,163,"SE GOT","MT",144,"PATRICIA",8,288123,23,16642,"2016-12-15T19:57:09Z","gothenborg","2016-12-15",50,"Tanker","gothenborg",1
"375699",54.38283,18.67367,0,297,73,"GDANSK","PL",109,"POLA",8,4028143,11,NA,"2016-12-15T04:35:01Z","gdansk","2016-12-15",50,"Tanker","Gdańsk",1
"2099622",59.88128,30.2292,0,0,511,"ST.PETERSPURG","RU",99,"TEKOS",8,148345,12,4237,"2016-12-16T20:03:04Z","st_petersburg","2016-12-16",51,"Tanker","St. Petersburg",1
"2492890",59.85642,30.49598,0,184,511,"CLASS B","RU",67,"DUNAEVSKIY",6,348318,10,NA,"2016-12-18T10:41:05Z","st_petersburg","2016-12-18",51,"Passenger","St. Petersburg",1
"706971",54.79721,18.41431,0,251,511,"CLASS B","PL",10,"ARKUN",9,3498025,4,NA,"2016-12-15T03:23:07Z","gdynia","2016-12-15",50,"Pleasure","Gdynia",1
"1074687",57.98975,11.69606,0,186,511,"0046705808","SE",29,"FROJA",6,321601,7,0,"2016-12-17T14:41:05Z","gothenborg","2016-12-17",51,"Passenger","gothenborg",1
"1442843",57.6811,11.90571,0,161,511,"STATIC","SE",0,"RAMANTENN",0,326665,0,NA,"2016-12-15T02:29:08Z","gothenborg","2016-12-15",50,"Unspecified","gothenborg",1
"700915",54.52428,18.55552,0,0,511,"GDYNIA","NO",91,"BOA JARL",3,3434115,22,3790,"2016-12-19T19:19:06Z","gdynia","2016-12-19",51,"Tug","Gdynia",1
"1223606",57.70782,11.65938,0,204,511,"CLASS B","SE",0,"EBBA HARD",9,323258,0,NA,"2016-12-19T18:37:05Z","gothenborg","2016-12-19",51,"Pleasure","gothenborg",1
"2306704",59.89383,30.22029,0,0,35,"ST.PETERSBURG","RU",119,"SORMOVSKIY-3056",7,346077,13,3804,"2016-12-18T17:53:03Z","st_petersburg","2016-12-18",51,"Cargo","St. Petersburg",1
"2199838",59.88617,30.21155,0,0,293,"SPB","RU",68,"SEMYON DEZHNEV",3,345244,18,1141,"2016-12-19T00:59:04Z","st_petersburg","2016-12-19",51,"Tug","St. Petersburg",1
"2336154",59.88379,30.18046,0,0,511,"SPB","RU",83,"ANGARA",8,346219,14,3150,"2016-12-14T15:21:04Z","st_petersburg","2016-12-14",50,"Tanker","St. Petersburg",1
"1580171",57.7324,11.67246,0,317,333,"FISHING GROUNDS","SE",22,"STRANNEFJORD",2,1193077,7,0,"2016-12-16T20:05:05Z","gothenborg","2016-12-16",51,"Fishing","gothenborg",1
"1267209",57.65703,11.84599,0,199,511,"CLASS B","SE",16,"YANIKI IV",9,323838,5,NA,"2016-12-15T21:01:11Z","gothenborg","2016-12-15",50,"Pleasure","gothenborg",1
